"MouseGeneName","HumanGeneName"
"Capn1","CAPN1"
"1700008O03Rik","C19orf81"
"Kng1","KNG1"
"Adarb1","ADARB1"
"Prx","PRX"
"Olfr1269","OR4X2"
"Kcnk16","KCNK16"
"Ier5","IER5"
"Zar1","ZAR1"
"Tspan13","TSPAN13"
"Gm20458","SYS1-DBNDD2"
"Artn","ARTN"
"Gm11596","KRTAP4-3"
"Marveld3","MARVELD3"
"Pcdhb4","PCDHB5"
"Znrf4","ZNRF4"
"Cpd","CPD"
"Ulk3","ULK3"
"Trav14d-1","TRAV23DV6"
"Ston1","STON1"
"Ston1","STON1-GTF2A1L"
"Iqgap2","IQGAP2"
"Klf4","KLF4"
"Olfr151","OR8A1"
"Polr2m","POLR2M"
"Fcmr","FCMR"
"Crygb","CRYGB"
"Meioc","MEIOC"
"Rnf25","RNF25"
"Trav12d-2","TRAV18"
"2610001J05Rik","SMIM30"
"Rpp25l","RPP25L"
"Dusp19","DUSP19"
"Sult3a2","SULT1A2"
"Sult3a2","SULT1A1"
"Sds","SDS"
"Dock6","DOCK6"
"Gcm1","GCM1"
"Zfp474","ZNF474"
"Olfr146","OR8G1"
"Olfr146","OR8G5"
"Col6a1","COL6A1"
"Tcerg1","TCERG1"
"Nepro","NEPRO"
"Slc26a10","SLC26A10"
"Polr1d","POLR1D"
"Capza1","CAPZA1"
"Coq2","COQ2"
"Nrk","NRK"
"Nasp","NASP"
"Insig1","INSIG1"
"Ighv1-71","IGHV1OR15-9"
"Cd83","CD83"
"Fpr-rs3","FPR3"
"Fpr-rs3","FPR2"
"Ears2","EARS2"
"Olfr930","OR8D1"
"Lilra5","LILRA6"
"Lilra5","LILRB3"
"Lilra5","LILRB5"
"Lilra5","LILRB2"
"Lilra5","LILRA4"
"Lilra5","LILRA5"
"Lilra5","LILRA2"
"Lilra5","LILRA1"
"Lilra5","LILRB1"
"Lilra5","LILRB4"
"Slc22a7","SLC22A7"
"Pithd1","PITHD1"
"Tsg101","TSG101"
"Mettl14","METTL14"
"Proz","PROZ"
"Tnfsf4","TNFSF4"
"F10","F10"
"Sry","SRY"
"Pcare","PCARE"
"Serpinb8","SERPINB8"
"Riox1","RIOX1"
"Tmem51","TMEM51"
"Mgrn1","MGRN1"
"Serbp1","SERBP1"
"Dnajc14","AC023055.1"
"Dnajc14","DNAJC14"
"Mrps18b","MRPS18B"
"Ccdc122","CCDC122"
"Mmp19","MMP19"
"Alpk2","ALPK2"
"Fcgr3","FCGR2C"
"Fcgr3","FCGR2A"
"Gm21885","ANKRD40CL"
"Eloa","ELOA"
"Ccrl2","CCRL2"
"Proser2","PROSER2"
"Hdgfl2","HDGFL2"
"Ccdc6","CCDC6"
"Leng9","LENG9"
"Itm2b","ITM2B"
"Foxa2","FOXA2"
"Dtx3","DTX3"
"Gm11100","C3orf49"
"Bex4","BEX4"
"Golt1b","GOLT1B"
"Ccl22","CCL22"
"Epb41","EPB41"
"Ap3s2","AP3S2"
"Ecrg4","ECRG4"
"Adra2c","ADRA2C"
"Teddm1b","TEDDM1"
"Gpr156","GPR156"
"Lrrd1","LRRD1"
"Med4","MED4"
"Ccdc89","CCDC89"
"Dzank1","DZANK1"
"Sntb1","SNTB1"
"Serpina3n","SERPINA3"
"Cx3cl1","CX3CL1"
"2510009E07Rik","C3orf70"
"Ugt1a2","UGT1A4"
"Ugt1a2","UGT1A3"
"Ugt1a2","UGT1A5"
"Fads1","FADS1"
"Rapgef4","RAPGEF4"
"Entpd4b","ENTPD4"
"Gm28041","ZNF479"
"Lsm2","LSM2"
"Slc35f2","SLC35F2"
"Gas2l1","GAS2L1"
"Ahctf1","AHCTF1"
"Fkbp14","FKBP14"
"Anks6","ANKS6"
"Ints2","INTS2"
"Hus1b","HUS1B"
"Tdo2","TDO2"
"Cisd1","CISD1"
"Plk5","PLK5"
"Notch2","NOTCH2"
"Slco3a1","SLCO3A1"
"Mtf1","MTF1"
"Mknk2","MKNK2"
"Ppargc1b","PPARGC1B"
"Olfr409-ps1","OR1P1"
"Col8a2","COL8A2"
"Cmtm5","CMTM5"
"Pbxip1","PBXIP1"
"Ncs1","NCS1"
"Dnase1l1","DNASE1L1"
"Dvl3","DVL3"
"Plekha3","PLEKHA3"
"Csnk2a1","CSNK2A3"
"Gpr37l1","GPR37L1"
"Nme6","NME6"
"Sec14l2","AC004832.3"
"Sec14l2","SEC14L2"
"Ciao2b","CIAO2B"
"Srgap2","SRGAP2"
"Srgap2","SRGAP2C"
"Chrac1","CHRAC1"
"Sec22b","SEC22B"
"Trappc10","TRAPPC10"
"Trappc10","FP565260.6"
"Dph1","DPH1"
"Gm29289","RBMY1A1"
"Gm29289","RBMY1B"
"Gm29289","RBMY1D"
"Gm29289","RBMY1E"
"Gm29289","RBMY1F"
"Gm29289","RBMY1J"
"Paf1","PAF1"
"Fmn2","FMN2"
"Zfx","ZFY"
"Cpeb4","CPEB4"
"Slc16a1","SLC16A1"
"Ccdc159","CCDC159"
"Prkd3","PRKD3"
"Adamts16","ADAMTS16"
"Zfp830","ZNF830"
"Glt8d2","GLT8D2"
"Ddo","DDO"
"Evi2b","EVI2B"
"Tas2r120","TAS2R19"
"Tas2r120","TAS2R46"
"Tas2r120","TAS2R50"
"Tas2r120","TAS2R45"
"Tas2r120","TAS2R30"
"Tas2r120","TAS2R20"
"Tas2r120","TAS2R31"
"Fignl2","FIGNL2"
"Med1","MED1"
"Sav1","SAV1"
"Krtap4-13","KRTAP4-3"
"Spsb4","SPSB4"
"Rpl11","RPL11"
"Lama4","LAMA4"
"Hapln1","HAPLN1"
"Pten","PTEN"
"Fhl2","FHL2"
"E2f6","E2F6"
"Fsip2","FSIP2"
"Zswim4","ZSWIM4"
"Nedd1","NEDD1"
"Cox6a2","COX6A2"
"Bloc1s1","BLOC1S1"
"Bloc1s1","AC009779.4"
"Atp2a1","ATP2A1"
"Ercc8","ERCC8"
"Rabggtb","RABGGTB"
"Srsf4","SRSF4"
"Vgll2","VGLL2"
"Med12l","MED12L"
"Adamdec1","ADAMDEC1"
"Map1lc3b","MAP1LC3B"
"Sorbs1","SORBS1"
"Trav14-1","TRAV23DV6"
"Zcchc9","ZCCHC9"
"Enpp3","ENPP3"
"Arl16","ARL16"
"Ing3","ING3"
"Iqgap1","IQGAP1"
"Atoh8","ATOH8"
"Tex13c2","TEX13C"
"Romo1","ROMO1"
"Gpr1","GPR1"
"Olfr305","OR14A2"
"Orc5","ORC5"
"Slc38a10","SLC38A10"
"Adh4","ADH4"
"Mrm1","MRM1"
"Tstd1","TSTD1"
"5430401F13Rik","LPA"
"Slk","SLK"
"Nrsn2","NRSN2"
"Dnttip2","DNTTIP2"
"Rab5if","TGIF2-RAB5IF"
"Fgf14","FGF14"
"Nfat5","NFAT5"
"Aqp11","AQP11"
"Tshr","TSHR"
"Nat8l","NAT8L"
"Zbtb44","ZBTB44"
"Gm21953","AL162231.1"
"Snrnp35","SNRNP35"
"Dtx4","DTX4"
"Olfr166","OR2L13"
"Nlrp4a","NLRP4"
"Ighv1-9","IGHV1OR15-9"
"Npc2","NPC2"
"Plscr4","PLSCR4"
"Pcbd2","PCBD2"
"Spa17","SPA17"
"Efcab3","EFCAB3"
"Tbc1d24","AC093525.2"
"Plekha7","PLEKHA7"
"Glmn","GLMN"
"Ighv1-15","IGHV1OR15-9"
"Stn1","STN1"
"AF366264","SENP2"
"Rdh13","RDH13"
"Wdr43","WDR43"
"Ccl17","CCL17"
"Mrpl57","MRPL57"
"Gm5136","BRCC3"
"Ranbp17","RANBP17"
"Sh2d1b1","SH2D1B"
"Mbtps1","MBTPS1"
"Dnaja4","DNAJA4"
"Rrad","RRAD"
"Gls","GLS"
"Ap5b1","AP5B1"
"Echdc1","ECHDC1"
"Irf1","IRF1"
"Rps6ka1","RPS6KA1"
"Bag1","BAG1"
"Ttc22","TTC22"
"Cpa6","CPA6"
"Dync1li1","DYNC1LI1"
"Khdc4","KHDC4"
"Cmtm6","CMTM6"
"Actr5","ACTR5"
"Srbd1","SRBD1"
"Tex22","TEX22"
"Trappc12","TRAPPC12"
"Six2","SIX2"
"Gpr183","GPR183"
"Gcc2","GCC2"
"Chl1","CHL1"
"Tut4","TUT4"
"Zfp771","ZNF771"
"Kif6","KIF6"
"Caml","CAMLG"
"Cdo1","CDO1"
"Xylt2","XYLT2"
"Atp2b3","ATP2B3"
"Pou1f1","POU1F1"
"Olfr978","OR10G4"
"Olfr978","OR10G9"
"Olfr978","OR10G8"
"Olfr978","OR10G7"
"Mrap2","MRAP2"
"Suco","SUCO"
"Vmn1r236","VN1R4"
"Leng8","LENG8"
"Ace2","ACE2"
"Gtf3c6","GTF3C6"
"Cyp39a1","CYP39A1"
"Klk1b9","KLK1"
"Klk1b9","KLK3"
"Klk1b9","KLK2"
"Gpc6","GPC6"
"Gm27021","C16orf74"
"Mrps7","MRPS7"
"Olfr16","OR10J5"
"Lrrc59","LRRC59"
"Cacna2d3","CACNA2D3"
"Neurl4","NEURL4"
"Neurl4","AC026954.2"
"Ndc1","NDC1"
"Cyp2a4","CYP2A6"
"Cyp2a4","CYP2A7"
"Cyp2a4","CYP2A13"
"Traf4","TRAF4"
"Clec18a","CLEC18C"
"Tubg2","TUBG2"
"Poglut1","POGLUT1"
"F13b","F13B"
"Ascl5","ASCL5"
"Vps18","VPS18"
"Naif1","NAIF1"
"Zfp595","ZNF695"
"Zfp595","ZNF727"
"Zfp595","ZNF736"
"Slc2a7","SLC2A7"
"Adgrf1","ADGRF1"
"Itgal","ITGAL"
"Selenoo","SELENOO"
"Aif1","AIF1"
"Wsb2","WSB2"
"Gm14692","FAM9C"
"Ndufa7","AC010323.1"
"Ndufa7","NDUFA7"
"Slco1a6","SLCO1A2"
"Pomgnt2","POMGNT2"
"Sik1","SIK1B"
"Msi2","MSI2"
"Lipe","LIPE"
"Pold3","POLD3"
"Cfap99","CFAP99"
"Fcgr4","FCGR3A"
"Ptpro","PTPRO"
"Sostdc1","SOSTDC1"
"Igfbp5","IGFBP5"
"Atp8b4","ATP8B4"
"Zfp729b","ZNF845"
"Cpe","CPE"
"Tbx2","TBX2"
"Nqo2","NQO2"
"Dclk3","DCLK3"
"Tgif1","TGIF1"
"Grik4","GRIK4"
"Slc16a7","SLC16A7"
"Dus2","DUS2"
"Slc44a4","SLC44A4"
"Tubb3","AC092143.1"
"Tubb3","TUBB3"
"Kctd14","KCTD14"
"Trpv4","TRPV4"
"Lilra6","LILRA6"
"Lilra6","LILRB3"
"Lilra6","LILRB5"
"Lilra6","LILRB2"
"Lilra6","LILRA4"
"Lilra6","LILRA5"
"Lilra6","LILRA2"
"Lilra6","LILRA1"
"Lilra6","LILRB1"
"Lilra6","LILRB4"
"Dennd2d","DENND2D"
"Ppbp","PPBP"
"Eif3g","EIF3G"
"Commd8","COMMD8"
"Olfr1491","OR10Q1"
"Olfr181","OR5K4"
"Zfp641","ZNF641"
"U2surp","U2SURP"
"Skor2","SKOR2"
"Ppdpf","PPDPF"
"Trim28","TRIM28"
"Tbca","TBCA"
"Edn3","EDN3"
"Lhcgr","AC073082.1"
"Lhcgr","LHCGR"
"Gm21987","COX17"
"Zfp473","ZNF473"
"Asah1","ASAH1"
"Hrh4","HRH4"
"Nudt16l2","NUDT16"
"Gpr182","GPR182"
"Tceal5","TCEAL6"
"Tceal5","TCEAL5"
"Tceal5","TCEAL3"
"Dnah8","DNAH8"
"Pifo","PIFO"
"Olfr814","OR6C70"
"Gpr108","GPR108"
"Sgo2a","SGO2"
"Trav6d-6","TRAV9-2"
"Pgls","PGLS"
"Gsg1","GSG1"
"Mrpl12","MRPL12"
"Gpnmb","GPNMB"
"Olfr1454","OR5B3"
"Nudt11","NUDT11"
"Zrsr1","ZRSR2"
"Amhr2","AMHR2"
"Lig4","LIG4"
"Olfr449","OR6B1"
"Emx1","EMX1"
"Nmt1","NMT1"
"Olfr705","OR2AG2"
"Olfr705","OR2AG1"
"Taar8a","TAAR8"
"Ceacam18","CEACAM18"
"Safb","SAFB"
"B3gnt9","B3GNT9"
"Tcea2","TCEA2"
"Olfr322","OR2W3"
"Dazl","DAZ3"
"Dazl","DAZ4"
"Dazl","DAZ1"
"Dazl","DAZ2"
"Hsd3b7","HSD3B7"
"Sgta","SGTA"
"Lrfn1","LRFN1"
"Olfr44","OR8G1"
"Olfr44","OR8G5"
"Inpp5j","INPP5J"
"Ddx49","DDX49"
"Lrsam1","LRSAM1"
"Erbb2","ERBB2"
"Cxcl17","CXCL17"
"Lrrn2","LRRN2"
"Khsrp","KHSRP"
"Pcdhga9","PCDHGA9"
"Rab39","RAB39A"
"Bhlhb9","ARMCX5-GPRASP2"
"Bhlhb9","BHLHB9"
"Kcnt2","KCNT2"
"Dlst","DLST"
"Btc","BTC"
"Ncln","NCLN"
"Spag7","SPAG7"
"Anks4b","ANKS4B"
"Psd3","PSD3"
"Lce1e","LCE2D"
"Lce1e","LCE2C"
"Lce1e","LCE2B"
"Lce1e","LCE2A"
"Synrg","SYNRG"
"Fbxo17","FBXO17"
"Fzd9","FZD9"
"Padi4","PADI4"
"Zfp532","ZNF532"
"Trhde","TRHDE"
"Bak1","BAK1"
"Faap100","FAAP100"
"Eif2b2","EIF2B2"
"Chac1","CHAC1"
"Katnb1","KATNB1"
"H2bc18","H2BC18"
"Gltpd2","GLTPD2"
"Polk","POLK"
"Zfp469","ZNF469"
"Nmd3","NMD3"
"S100g","S100G"
"Lig3","LIG3"
"Scpep1","SCPEP1"
"Olfr47","OR2A1"
"Olfr47","OR2A42"
"Ftsj1","FTSJ1"
"Cct8","CCT8"
"Col4a3bp","CERT1"
"Zfp784","ZNF784"
"Slc24a5","SLC24A5"
"Cbr1","CBR1"
"Atp6v1d","ATP6V1D"
"Cuedc2","CUEDC2"
"Prrg4","PRRG4"
"Gbp5","GBP5"
"Ppp4r4","PPP4R4"
"Cldnd2","CLDND2"
"Kif2a","KIF2A"
"Nkx2-6","NKX2-6"
"Sh2d4a","SH2D4A"
"Chil3","CHIA"
"Pelp1","PELP1"
"Fam229b","FAM229B"
"Ube2g1","UBE2G1"
"Adgrb2","ADGRB2"
"Rbm34","RBM34"
"Psme2","PSME2"
"Rpl13","RPL13"
"I830077J02Rik","C1orf162"
"Hykk","HYKK"
"4930579F01Rik","C4orf17"
"Cd244a","CD244"
"Fhl5","FHL5"
"Ncoa2","NCOA2"
"Prdm6","PRDM6"
"Tmem9","TMEM9"
"Kdm5d","KDM5D"
"1190007I07Rik","C12orf73"
"Klhdc8a","KLHDC8A"
"Heatr6","HEATR6"
"Oxnad1","OXNAD1"
"Rln3","RLN3"
"Ramac","RAMAC"
"Dmc1","DMC1"
"Rtl9","RTL9"
"Vangl2","VANGL2"
"Gfpt1","GFPT1"
"Olfr441","OR2A14"
"Slu7","SLU7"
"Mctp1","MCTP1"
"Pabpc5","PABPC5"
"Eif3j1","EIF3J"
"Enpep","ENPEP"
"Serpina11","SERPINA11"
"Etv1","ETV1"
"Lypd4","LYPD4"
"Gigyf2","GIGYF2"
"Insr","INSR"
"Fbxw21","FBXW12"
"Ap4b1","AP4B1"
"Lancl2","LANCL2"
"Timd4","TIMD4"
"Trav12n-2","TRAV18"
"Gnl3","GNL3"
"Kif21b","KIF21B"
"Ccdc184","CCDC184"
"Smndc1","SMNDC1"
"Trappc2l","TRAPPC2L"
"Adcy9","ADCY9"
"Chrm4","CHRM4"
"Gpr88","GPR88"
"Shox2","SHOX2"
"S100a16","S100A16"
"Ptk7","PTK7"
"Gpr45","GPR45"
"Tufm","TUFM"
"Wdr19","WDR19"
"Pnliprp2","PNLIPRP2"
"Crb3","CRB3"
"Tex14","TEX14"
"Emc10","EMC10"
"Arpc1b","ARPC1B"
"Trpv1","TRPV1"
"Stat1","STAT1"
"Fbxo10","FBXO10"
"Cep63","CEP63"
"D17H6S53E","C6orf47"
"Slc26a7","SLC26A7"
"Ptgs2","PTGS2"
"Slamf1","SLAMF1"
"Lrch4","LRCH4"
"Ovol1","OVOL1"
"Fam234a","FAM234A"
"Aadat","AADAT"
"Clcn1","CLCN1"
"Dgkd","DGKD"
"Ppp1r3c","PPP1R3C"
"Krtap4-7","KRTAP4-7"
"Krtap4-7","KRTAP4-12"
"Krtap4-7","KRTAP4-6"
"4930590J08Rik","C3orf20"
"Fbxw19","FBXW12"
"Ddc","DDC"
"Stk24","STK24"
"Inca1","INCA1"
"Mrpl46","MRPL46"
"Ptchd3","PTCHD3"
"Olfr780","OR6C68"
"Hs2st1","HS2ST1"
"Hs2st1","AC093155.3"
"Dmac2","DMAC2"
"Sypl2","SYPL2"
"Pira2","LILRA6"
"Pira2","LILRB3"
"Pira2","LILRB5"
"Pira2","LILRB2"
"Pira2","LILRA4"
"Pira2","LILRA5"
"Pira2","LILRA2"
"Pira2","LILRA1"
"Pira2","LILRB1"
"Pira2","LILRB4"
"Mms22l","MMS22L"
"Bcar3","BCAR3"
"Lipk","LIPK"
"Cpsf4l","CPSF4L"
"Uba52","UBA52"
"Tradd","TRADD"
"Olfr1310","OR4F6"
"Tanc2","TANC2"
"Fbxl17","FBXL17"
"Akr1e1","AKR1E2"
"Tusc1","TUSC1"
"Hydin","HYDIN"
"Tcf24","TCF24"
"Lix1","LIX1"
"Pygo2","PYGO2"
"Olfr1502","OR9I1"
"Tm4sf1","TM4SF1"
"Eipr1","EIPR1"
"Soga3","AL096711.2"
"Soga3","SOGA3"
"Krtap3-2","KRTAP3-3"
"Krtap3-2","KRTAP3-2"
"Sephs2","SEPHS2"
"Tbx4","TBX4"
"Ascl4","ASCL4"
"Fbxw28","FBXW12"
"Adck1","ADCK1"
"Aqp9","AQP9"
"Dpp6","DPP6"
"Rfc5","RFC5"
"Map7d1","MAP7D1"
"Adh7","ADH7"
"Slc27a5","SLC27A5"
"Zwilch","ZWILCH"
"Baiap3","BAIAP3"
"Pacs1","PACS1"
"H1f3","H1-3"
"Thsd7b","THSD7B"
"Sorbs2","SORBS2"
"Grik1","GRIK1"
"Actr3b","ACTR3B"
"Actr3b","ACTR3C"
"Kxd1","KXD1"
"Hsdl2","HSDL2"
"Sun3","SUN3"
"Gsn","GSN"
"Plp1","PLP1"
"Fam163a","FAM163A"
"Atg16l2","ATG16L2"
"Thbd","THBD"
"Usp2","USP2"
"Kir3dl1","KIR2DL4"
"Kir3dl1","KIR3DL3"
"Kir3dl1","KIR3DL1"
"Kir3dl1","KIR3DL2"
"4930523C07Rik","KIAA0040"
"Fbxl2","FBXL2"
"Entpd4","ENTPD4"
"Ivd","IVD"
"Gm28635","CTNND1"
"Fam25c","FAM25C"
"AW549877","C5orf51"
"Alas2","ALAS2"
"Styx","STYX"
"Crtc3","CRTC3"
"Tnfsf14","TNFSF14"
"Sv2c","SV2C"
"Dlg2","DLG2"
"Fbxw7","FBXW7"
"Ptchd1","PTCHD1"
"Olfr716","OR2D3"
"Gpd1l","GPD1L"
"Hspa1l","HSPA1L"
"Hsfy2","HSFY2"
"Rab14","RAB14"
"Adgra1","ADGRA1"
"Copz1","COPZ1"
"Awat2","AWAT2"
"Stx4a","STX4"
"Chrna6","CHRNA6"
"Strc","STRC"
"Mrpl20","MRPL20"
"Icam2","ICAM2"
"Abtb2","ABTB2"
"Sybu","SYBU"
"Dok5","DOK5"
"Pdha1","PDHA1"
"Defa27","DEFA6"
"Defa27","DEFA4"
"Defa27","DEFA1"
"Defa27","DEFA1B"
"Defa27","DEFA3"
"Defa27","DEFA5"
"Gbp11","GBP6"
"Tmem106a","TMEM106A"
"Olfr704","OR2AG2"
"Olfr704","OR2AG1"
"Fgf20","FGF20"
"Lect2","LECT2"
"Vmn1r24","VN1R5"
"Gal3st2c","GAL3ST2"
"Tatdn1","TATDN1"
"Olfr1493-ps1","OR10W1"
"Zfp804b","ZNF804B"
"Mon2","MON2"
"Slc39a13","SLC39A13"
"Mastl","MASTL"
"Gimap6","GIMAP6"
"Trappc8","TRAPPC8"
"Nudt10","NUDT11"
"Il9","IL9"
"Tcaf2","TCAF2"
"Tcaf2","TCAF2C"
"Fam162b","FAM162B"
"D2hgdh","D2HGDH"
"Micu3","MICU3"
"Gbp2","GBP2"
"Antxr1","ANTXR1"
"Tyro3","TYRO3"
"Ptger1","PTGER1"
"Adgrg2","ADGRG2"
"Tas2r129","TAS2R14"
"Slc12a3","SLC12A3"
"Ang5","ANG"
"Pygb","PYGB"
"Cdip1","CDIP1"
"Olfr753-ps1","OR2H1"
"Upf1","UPF1"
"Fbxw26","FBXW12"
"Phf3","PHF3"
"Atxn1l","ATXN1L"
"Gm28035","LRRC8A"
"Slc16a5","SLC16A5"
"Alkbh3","ALKBH3"
"Taf1","TAF1"
"Ptpn7","PTPN7"
"Olfr191","OR5H1"
"Olfr191","OR5H14"
"Olfr191","OR5H15"
"Olfr191","OR5H2"
"Olfr191","OR5H8"
"Olfr191","OR5H6"
"1700016H13Rik","C4orf36"
"1700016H13Rik","AC093827.5"
"Pcgf2","PCGF2"
"Chrne","CHRNE"
"Spint1","SPINT1"
"Gm36176","KRTAP4-5"
"Gm36176","KRTAP9-1"
"Gm36176","KRTAP10-6"
"Gm36176","KRTAP10-4"
"Gm36176","KRTAP10-11"
"Mcur1","MCUR1"
"Dll4","DLL4"
"Ctsh","CTSH"
"Pirb","LILRA6"
"Pirb","LILRB3"
"Pirb","LILRB5"
"Pirb","LILRB2"
"Pirb","LILRA4"
"Pirb","LILRA5"
"Pirb","LILRA2"
"Pirb","LILRA1"
"Pirb","LILRB1"
"Pirb","LILRB4"
"Fbxw24","FBXW12"
"Agpat5","AGPAT5"
"Aoc2","AOC2"
"Grm8","GRM8"
"Rnase9","RNASE9"
"Srsf10","SRSF10"
"Atp5e","ATP5F1E"
"Fam83b","FAM83B"
"Kiss1","KISS1"
"Cenpo","CENPO"
"Klhl13","KLHL13"
"Zfp791","ZNF791"
"Snupn","SNUPN"
"Dhx9","DHX9"
"Tgif2lx2","TGIF2LX"
"Tgif2lx2","TGIF2LY"
"Tmem101","TMEM101"
"Runx1t1","RUNX1T1"
"Magea4","MAGEA10"
"Plaat1","PLAAT1"
"Gpx8","GPX8"
"Arl14ep","ARL14EP"
"Ighv1-58","IGHV1OR15-9"
"Jmjd7","JMJD7"
"Actrt1","ACTRT1"
"Fzd2","FZD2"
"Adamts6","ADAMTS6"
"Fam216b","FAM216B"
"Manea","MANEA"
"Pdgfa","PDGFA"
"Olfr1445","OR5B12"
"Bccip","BCCIP"
"Hesx1","HESX1"
"Adgrg4","ADGRG4"
"Aatf","AATF"
"Zfp444","ZNF444"
"Ddx39","DDX39A"
"Foxf2","FOXF2"
"Slc25a33","SLC25A33"
"Pnn","PNN"
"Anxa2","ANXA2"
"Trav7d-6","TRAV12-2"
"Trav7d-6","TRAV12-3"
"Naaladl2","NAALADL2"
"Mink1","MINK1"
"Ooep","OOEP"
"Prpf38b","PRPF38B"
"Olfr1466","OR5B3"
"Abcd3","ABCD3"
"Evi2a","AC134669.1"
"Evi2a","EVI2A"
"Ints3","INTS3"
"Mybpc2","MYBPC2"
"Fam240b","FAM240B"
"1700029H14Rik","C13orf46"
"Sh3rf3","SH3RF3"
"Aldh3a2","ALDH3A2"
"Med23","MED23"
"Krt79","KRT79"
"Rnf141","RNF141"
"Serpina1b","SERPINA1"
"Paqr6","PAQR6"
"Tmem249","TMEM249"
"Otub2","OTUB2"
"Ddx46","DDX46"
"Rabac1","RABAC1"
"Spsb1","SPSB1"
"Olfr1415","OR6B2"
"Olfr1415","OR6B3"
"Clcn5","CLCN5"
"Mrpl54","MRPL54"
"Dusp12","DUSP12"
"Qpct","QPCT"
"Wnt8a","WNT8A"
"Rad51ap2","RAD51AP2"
"Man2a1","MAN2A1"
"Olfr1448","OR5B12"
"Cyp2s1","CYP2S1"
"9130008F23Rik","C6orf141"
"Vmn1r9","VN1R5"
"Acot12","ACOT12"
"Mmut","MMUT"
"Olfr109","OR12D3"
"Inava","INAVA"
"Serpinb9g","SERPINB9"
"Wnt16","WNT16"
"Manba","MANBA"
"Abcc3","ABCC3"
"Pigr","PIGR"
"Ankrd40","ANKRD40"
"Zfand3","ZFAND3"
"Abcg1","ABCG1"
"Tmx2","TMX2"
"Chsy3","CHSY3"
"Coil","COIL"
"Mthfs","ST20-MTHFS"
"Hspa1a","HSPA1A"
"Hspa1a","HSPA1B"
"Cetn2","CETN2"
"Gpr87","GPR87"
"Pxmp4","PXMP4"
"Brinp3","BRINP3"
"Tspo2","TSPO2"
"Fryl","FRYL"
"Syt3","SYT3"
"Nfya","NFYA"
"Cog1","COG1"
"Krtap12-1","KRTAP4-5"
"Krtap12-1","KRTAP10-6"
"Agpat4","AGPAT4"
"Scarf1","SCARF1"
"Mecr","MECR"
"Defa38","DEFA6"
"Defa38","DEFA4"
"Defa38","DEFA1"
"Defa38","DEFA1B"
"Defa38","DEFA3"
"Defa38","DEFA5"
"Mettl2","METTL2A"
"Acot2","ACOT1"
"Acot2","ACOT2"
"Tacr3","TACR3"
"Ogt","OGT"
"Serpina12","SERPINA12"
"Tox","TOX"
"Olfr168","OR2L13"
"Slc7a1","SLC7A1"
"Aqp2","AQP2"
"Col6a3","COL6A3"
"Isoc2a","ISOC2"
"Dysf","DYSF"
"Gcgr","GCGR"
"Kdm1b","KDM1B"
"Pls3","PLS3"
"H4c12","H4C6"
"Olfr453","OR2F2"
"Olfr453","OR2F1"
"Bmp10","BMP10"
"Gtpbp10","GTPBP10"
"Nlrp5","NLRP5"
"Rassf1","RASSF1"
"Cep97","CEP97"
"Tgfbrap1","TGFBRAP1"
"Daam2","DAAM2"
"Aim2","AIM2"
"Palm3","PALM3"
"Tank","TANK"
"Akap11","AKAP11"
"Krtap4-2","KRTAP4-3"
"Pick1","PICK1"
"Ssu72","SSU72"
"Eps8l3","EPS8L3"
"Thsd4","THSD4"
"Nupr1l","NUPR2"
"Tmem190","TMEM190"
"Sfi1","SFI1"
"Fabp9","FABP9"
"Med20","MED20"
"Cd200r3","CD200R1L"
"Cd200r3","CD200R1"
"Calml3","CALML3"
"Clk1","CLK1"
"Smyd1","SMYD1"
"Phf19","PHF19"
"Shb","SHB"
"Shb","AL138752.2"
"Rdh1","RDH16"
"Chst10","CHST10"
"Cblb","CBLB"
"Cct3","CCT3"
"Plod1","PLOD1"
"Neu1","NEU1"
"Yipf6","YIPF6"
"Foxs1","FOXS1"
"Pikfyve","PIKFYVE"
"Btbd18","BTBD18"
"Krt16","KRT16"
"Eef1a2","EEF1A2"
"Steap1","STEAP1"
"Arl5b","ARL5B"
"Spata2l","SPATA2L"
"Crnn","CRNN"
"Etf1","ETF1"
"Gmds","GMDS"
"Lrpap1","LRPAP1"
"Atxn7l3b","ATXN7L3B"
"Rpf2","RPF2"
"Orm2","ORM2"
"Orm2","ORM1"
"Prkce","PRKCE"
"Srsf1","AC015813.2"
"Srsf1","SRSF1"
"Gsk3b","GSK3B"
"Bcl2a1a","BCL2A1"
"Clip1","CLIP1"
"Gtf2f1","GTF2F1"
"Oas1h","OAS1"
"Fig4","FIG4"
"Txk","TXK"
"Slc36a4","SLC36A4"
"Rnf112","RNF112"
"Nalcn","NALCN"
"Megf8","MEGF8"
"Prr12","PRR12"
"Cuedc1","CUEDC1"
"Olfr765","OR2AP1"
"Sdc4","SDC4"
"Afm","AFM"
"Dusp10","DUSP10"
"Ddx50","DDX50"
"Xkr9","XKR9"
"Itprip","ITPRIP"
"Foxi1","FOXI1"
"Pmp2","PMP2"
"Camk1g","CAMK1G"
"1810058I24Rik","STMP1"
"Rab11fip2","RAB11FIP2"
"Nfyc","NFYC"
"Nubpl","NUBPL"
"Ugt1a6a","UGT1A6"
"Uap1","UAP1"
"Atp5d","ATP5F1D"
"Gm9844","TMSB10"
"Lat","LAT"
"Mphosph10","MPHOSPH10"
"Pcsk1","PCSK1"
