"MouseGeneName","HumanGeneName"
"Bik","BIK"
"BC051019","C11orf16"
"Gm24401","AC005774.1"
"Ccng1","CCNG1"
"Mapre1","MAPRE1"
"Gm25615","SNORD116-4"
"Gm25615","SNORD116-6"
"Wtip","WTIP"
"Gm22620","AC023271.1"
"Gm22620","SNORA1B"
"Gm24769","AL391336.2"
"Ppa1","PPA1"
"Plod2","PLOD2"
"Fam162b","FAM162B"
"Ddit4l","DDIT4L"
"Zfp566","ZNF566"
"Olfr296-ps1","OR14C36"
"Gm22631","SNORD116-4"
"Gm22631","SNORD116-6"
"Gpr31b","GPR31"
"Dock3","DOCK3"
"Kpna4","KPNA4"
"Cbln4","CBLN4"
"Olfr1252","OR4A16"
"Mrgprd","MRGPRD"
"Pgk1","PGK1"
"Magea1","MAGEA10"
"Tjp3","TJP3"
"Aoc1","AOC1"
"Hikeshi","HIKESHI"
"Haus7","HAUS7"
"Gpr68","GPR68"
"Umad1","UMAD1"
"Iws1","IWS1"
"Tmprss7","TMPRSS7"
"Rnf43","RNF43"
"Rnf43","AC004687.2"
"Rpl8","RPL8"
"Prkca","PRKCA"
"Cacng8","CACNG8"
"Cryzl1","CRYZL1"
"Gm26158","AL355598.1"
"Gm23699","AL031276.1"
"Gm23699","AL078599.1"
"Aurkb","AURKB"
"Gbp11","GBP6"
"Gm9833","MYEF2"
"Cdkl2","CDKL2"
"4933405L10Rik","C16orf86"
"Clec16a","CLEC16A"
"Pbdc1","PBDC1"
"Elmo2","ELMO2"
"Fpr3","FPR2"
"St8sia6","ST8SIA6"
"Otulinl","OTULINL"
"Gm23786","AC025362.1"
"Gm24618","SNORD116-4"
"Gm24618","SNORD116-6"
"Mllt1","MLLT1"
"Plcz1","PLCZ1"
"Kng1","KNG1"
"Fshr","FSHR"
"Gm22897","SCARNA4"
"Slc6a20b","SLC6A20"
"Tra2b","TRA2B"
"Surf1","SURF1"
"Tsnaxip1","TSNAXIP1"
"Snord116l6","SNORD116-4"
"Snord116l6","SNORD116-6"
"Nsmce3","NSMCE3"
"Rarb","RARB"
"Rad54l2","RAD54L2"
"Amz2","AMZ2"
"Lamtor3","LAMTOR3"
"Nubp1","NUBP1"
"Cep350","CEP350"
"Mir504","MIR504"
"Gm24895","SNORD114-29"
"Gm24289","SCARNA14"
"Gm23579","RNU6-224P"
"Cox14","COX14"
"Rnf150","RNF150"
"Snord116l11","SNORD116-4"
"Snord116l11","SNORD116-6"
"Gm24940","RNU6ATAC21P"
"Gm24888","SNORA3B"
"Has1","HAS1"
"Abcg3","ABCG2"
"Lat2","LAT2"
"Tmem266","TMEM266"
"Ccnd2","CCND2"
"Ccnd2","AC008012.1"
"Ugp2","UGP2"
"Marveld3","MARVELD3"
"Olfr180","OR5K4"
"Galnt9","GALNT9"
"Tgif2lx1","TGIF2LY"
"Hmox2","HMOX2"
"Mapk1ip1l","MAPK1IP1L"
"Aoah","AOAH"
"Adam18","ADAM18"
"Capza1","CAPZA1"
"Large2","LARGE2"
"Epha6","EPHA6"
"Slc6a9","SLC6A9"
"Ssu72","SSU72"
"Utp25","UTP25"
"Snord116l2","SNORD116-4"
"Snord116l2","SNORD116-6"
"Atp6v1g1","ATP6V1G1"
"Zc4h2","ZC4H2"
"Cobl","COBL"
"Fbh1","FBH1"
"Gm26032","SNORD116-4"
"Gm26032","SNORD116-6"
"Tspo","TSPO"
"Thpo","THPO"
"Olfr330","OR2T4"
"Olfr330","OR2T5"
"Olfr330","OR2T29"
"Lrrc46","LRRC46"
"Olfr1309","OR4F15"
"Tarbp2","TARBP2"
"Notch3","NOTCH3"
"Mroh6","MROH6"
"Olfr299","OR14C36"
"Stra6","STRA6"
"Ms4a12","MS4A12"
"Rpa3","RPA3"
"Abhd10","ABHD10"
"Mir30c-2","MIR30C2"
"Snora9","Z95327.1"
"Pros1","PROS1"
"Cacnb3","CACNB3"
"Aldoart1","AC093512.2"
"Aldoart1","ALDOA"
"Rpe","RPE"
"Olfr1212","OR4C15"
"Gm25256","RNU6-4P"
"Ncaph2","NCAPH2"
"Mttp","MTTP"
"Gm22818","RNU6-990P"
"Tmem88b","TMEM88B"
"Pnpla7","PNPLA7"
"Fam160a1","FAM160A1"
"Enkd1","ENKD1"
"Gm20671","PISD"
"Surf2","SURF2"
"Olfr169","OR2AJ1"
"Gm23452","RNU6-624P"
"Gm23452","RNU6-382P"
"Rbm5","RBM5"
"Il20rb","IL20RB"
"Magea10","MAGEA10"
"Olfr1111","OR5AS1"
"Luc7l3","LUC7L3"
"Scube1","SCUBE1"
"Matn3","MATN3"
"Zfp185","ZNF185"
"Calhm6","CALHM6"
"Tnk2","TNK2"
"Cdc5l","CDC5L"
"Olfr1224-ps1","OR4C15"
"Tnks","TNKS"
"Tfap2a","TFAP2A"
"Gm23615","SNORD38B"
"Adipoq","ADIPOQ"
"Zfp617","AC008758.6"
"Mtmr9","MTMR9"
"Tubgcp2","TUBGCP2"
"Mir208b","MIR208B"
"Abra","ABRA"
"Olfr1192-ps1","OR4P4"
"Hgsnat","HGSNAT"
"Tent2","TENT2"
"Senp2","SENP2"
"Foxs1","FOXS1"
"Gria1","GRIA1"
"Zc3h11a","ZC3H11B"
"Zfp507","ZNF507"
"Mycbp2","MYCBP2"
"Cdh17","CDH17"
"Fcnb","FCN1"
"Fat1","FAT1"
"Snord116l8","SNORD116-4"
"Snord116l8","SNORD116-6"
"Olfr1162","OR5D14"
"Olfr1122","OR10AG1"
"Tbc1d31","TBC1D31"
"Tgif2lx2","TGIF2LY"
"Car9","CA9"
"Dnmt3c","DNMT3B"
"Larp4","LARP4"
"Trip11","TRIP11"
"Sbno2","SBNO2"
"Ndufs1","NDUFS1"
"Arsj","ARSJ"
"Gm45015","PNMA6F"
"Gm45015","PNMA6E"
"Olfr304","OR14A2"
"DXBay18","AC236972.4"
"Gcat","GCAT"
"Gm45261","CCDC195"
"Fap","FAP"
"Patz1","PATZ1"
"Gm26063","RNU6-398P"
"Cd59b","AL049629.2"
"Cd59b","CD59"
"Prpf8","PRPF8"
"Klhl20","KLHL20"
"Snora47","SNORA47"
"Snord116l16","SNORD116-4"
"Snord116l16","SNORD116-6"
"Gm25113","AC009121.2"
"Tob2","TOB2"
"Epb41l3","EPB41L3"
"Cdk6","CDK6"
"Olfr300-ps1","OR14C36"
"Junb","JUNB"
"Nr2f1","NR2F1"
"Gm26355","RNU6-668P"
"Tcirg1","TCIRG1"
"Rab26","RAB26"
"Otx1","OTX1"
"Sorbs3","SORBS3"
"Nf2","NF2"
"Tmbim4","AC078927.1"
"Tmbim4","TMBIM4"
"Gata4","GATA4"
"Supt3","SUPT3H"
"Ttc39b","TTC39B"
"Fzd2","FZD2"
"Vopp1","VOPP1"
"Esm1","ESM1"
"Fpr-rs6","FPR2"
"Gm25369","AC007966.1"
"Gm25369","AC068985.1"
"Rsph6a","RSPH6A"
"Gm25334","RNU6-730P"
"Olfr1097","OR8H2"
"Olfr1097","OR8H3"
"Vkorc1","VKORC1"
"Gm26502","SNORD116-4"
"Gm26502","SNORD116-6"
"Snora30","SNORA30"
"March11","MARCHF11"
"Bcl7c","BCL7C"
"Zdhhc24","ZDHHC24"
"Gabrq","GABRQ"
"Zfp14","ZFP14"
"Olfr307","OR14A2"
"Vstm2a","VSTM2A"
"Mpo","MPO"
"Gm49416","C11orf98"
"Gm49416","AP001458.2"
"DQ267102","SNORD114-29"
"Vgll2","VGLL2"
"Zfp260","ZNF260"
"Cmtm8","CMTM8"
"Mageb5","MAGEB5"
"Chst10","CHST10"
"Fam174b","FAM174B"
"Zhx2","ZHX2"
"Gfod2","GFOD2"
"Mbip","MBIP"
"Map11","MAP11"
"Mapt","MAPT"
"Cpb1","CPB1"
"Zfp488","ZNF488"
"Wdfy1","WDFY1"
"Wdfy1","AC093884.1"
"Kcnh1","KCNH1"
"Aig1","AIG1"
"Tymp","TYMP"
"Nagpa","NAGPA"
"Vav2","VAV2"
"Miga1","MIGA1"
"Slitrk1","SLITRK1"
"Rprd2","RPRD2"
"Fam25c","FAM25G"
"Fam25c","FAM25C"
"Gimap8","GIMAP8"
"Mir200c","MIR200C"
"Rab3gap1","RAB3GAP1"
"Nr2f6","NR2F6"
"Brd2","BRD2"
"Aldh18a1","ALDH18A1"
"Alox12b","ALOX12B"
"Gm22170","RNU6-4P"
"Gm26133","RNU6-586P"
"Traf7","TRAF7"
"Dnase2a","DNASE2"
"Klf5","KLF5"
"Tmem14c","TMEM14C"
"Adh7","ADH7"
"Pth","PTH"
"Gm23100","RNU1-45P"
"Slc8a1","SLC8A1"
"Zfp647","ZNF250"
"Napb","NAPB"
"Pax1","PAX1"
"Gm24726","AC005774.1"
"Kcnj6","KCNJ6"
"Erlin2","ERLIN2"
"Arx","ARX"
"Sh3bgrl2","SH3BGRL2"
"Dkc1","DKC1"
"Acox2","ACOX2"
"Gask1a","GASK1A"
"Snord116l10","SNORD116-4"
"Snord116l10","SNORD116-6"
"Olfr1193","OR4S2"
"Zfp7","ZNF7"
"Slc5a3","SLC5A3"
"Gm22684","SNORA71D"
"Nkiras2","NKIRAS2"
"Mill1","MICA"
"Mill1","MICB"
"Ada","ADA"
"Tspyl4","TSPYL4"
"Lsmem2","LSMEM2"
"Gm22315","AC009121.2"
"Gm27604","SNORD114-29"
"Gm26058","RNU6-4P"
"Tmprss2","TMPRSS2"
"Gm24223","AC144835.1"
"Bcl2l15","BCL2L15"
"Chrna2","CHRNA2"
"Dock7","DOCK7"
"Rcor3","RCOR3"
"Washc4","WASHC4"
"Capza3","CAPZA3"
"Ndst3","NDST3"
"Fzd3","FZD3"
"Zfp316","ZNF316"
"Xpr1","XPR1"
"Gm23626","Z95327.1"
"Hsd3b7","HSD3B7"
"Wdr78","WDR78"
"Atp6v1c2","ATP6V1C2"
"Ryr1","RYR1"
"Plcxd2","PLCXD2"
"Chrng","CHRNG"
"Serinc3","SERINC3"
"n-R5s150","RNA5SP172"
"Gm24950","AC024051.7"
"Gm24950","AC024051.11"
"Gm24950","AC024051.5"
"Gm24950","AC024051.10"
"Gm24950","AC024051.6"
"Gm24950","AC024051.9"
"Gm25827","RNU6-437P"
"Plscr5","PLSCR5"
"Epn1","EPN1"
"Fam186b","FAM186B"
"Scarna2","SCARNA2"
"Nckap1","NCKAP1"
"Hacd1","HACD1"
"Cenpl","CENPL"
"Mir181b-1","MIR181B1"
"Helb","HELB"
"Nms","NMS"
"AU022252","C1orf50"
"Snord7","SNORD7"
"Lrrc52","LRRC52"
"Pla2g2f","PLA2G2F"
"Olfr1247","OR4A16"
"Havcr1","HAVCR1"
"Wipf2","WIPF2"
"Prpf3","PRPF3"
"Klb","KLB"
"Grm2","GRM2"
"Lipk","LIPK"
"Zfp704","ZNF704"
"Agtr1b","AGTR1"
"Ccdc86","CCDC86"
"Lmnb2","LMNB2"
"Nlrp4f","NLRP4"
"Gga2","GGA2"
"Stx19","STX19"
"Gm25816","SNORD116-4"
"Gm25816","SNORD116-6"
"Fam50a","FAM50A"
"Ccn5","CCN5"
"Tsfm","TSFM"
"Mir410","MIR410"
"Gm23953","SNORD116-4"
"Gm23953","SNORD116-6"
"Olfr733","AC171558.1"
"Emcn","EMCN"
"Zar1l","ZAR1L"
"Nr2c2","NR2C2"
"Kcnj4","KCNJ4"
"Tarbp1","TARBP1"
"Gm24537","RNU6-243P"
"Zfp952","AC008758.6"
"H1f0","H1-0"
"Spaca6","SPACA6"
"Atg14","ATG14"
"Olfr1137","OR5W2"
"Gm26079","SNORA49"
"Nfkbia","NFKBIA"
"4930415L06Rik","PPP4R3C"
"Pus1","PUS1"
"Mir490","MIR490"
"Zfp12","ZNF12"
"Olfr1195","OR4C16"
"Plekhb1","PLEKHB1"
"Lrrc57","LRRC57"
"Lrrc57","AC018362.3"
"Psmb8","PSMB8"
"Snord15b","SNORD15B"
"Havcr2","HAVCR2"
"Sos1","SOS1"
"Scarf2","SCARF2"
"Slc13a4","SLC13A4"
"Liph","LIPH"
"Aff4","AFF4"
"Ahnak2","AHNAK2"
"Tlr2","TLR2"
"Gipr","GIPR"
"Caprin1","CAPRIN1"
"Snord1b","SNORD1C"
"Gpr173","GPR173"
"Lhx2","LHX2"
"Calhm5","CALHM5"
"Mpp7","MPP7"
"Igfbpl1","IGFBPL1"
"Tph2","TPH2"
"Polr3a","POLR3A"
"Cd93","CD93"
"Cacng6","CACNG6"
"Tesk1","TESK1"
"Gpr62","GPR62"
"Rd3","RD3"
"Atp6ap1","ATP6AP1"
"St8sia1","ST8SIA1"
"Olfr1215","OR4C15"
"Igbp1","AC011195.3"
"Trip6","TRIP6"
"Nme7","NME7"
"Vps37b","VPS37B"
"Msh2","MSH2"
"Slamf1","SLAMF1"
"AF357399","AC005774.1"
"Golt1b","GOLT1B"
"Mfap3","MFAP3"
"Ankrd40","ANKRD40"
"Gm24493","AC007684.1"
"Ppp1cc","PPP1CC"
"Zfp729a","ZNF845"
"Cldn2","CLDN2"
"Psmg2","PSMG2"
"Cd164","CD164"
"Gm50451","SNORD93"
"Olfr1226","OR4C15"
"Tex13c2","TEX13C"
"Eftud2","EFTUD2"
"Eri1","ERI1"
"Efcab6","EFCAB6"
"Gm23351","AC005774.1"
"Gm20547","AL645922.1"
"Gm20547","CFB"
"Snord116l13","SNORD116-4"
"Snord116l13","SNORD116-6"
"Rnf128","RNF128"
"Arl10","ARL10"
"Psma2","AC010132.3"
"Lkaaear1","LKAAEAR1"
"Ipp","IPP"
"H2-DMb1","AL645941.2"
"H2-DMb1","HLA-DMB"
"Gm22589","SNORD84"
"Sh3bgr","SH3BGR"
"Sh3bgr","WRB-SH3BGR"
"Retnlb","RETNLB"
"Coro2b","CORO2B"
"Adam8","ADAM8"
"Cmas","CMAS"
"Gm24262","AC009121.2"
"Fam240a","FAM240A"
"Dok5","DOK5"
"Wdr91","WDR91"
"Sh3bp5l","SH3BP5L"
"Trat1","TRAT1"
"Olfr145","OR8B8"
"Ube2q2","UBE2Q2"
"Wdr35","WDR35"
"Rnls","RNLS"
"Cyp7a1","CYP7A1"
"Tnmd","TNMD"
"Sept8","SEPTIN8"
"Mir137","MIR137"
"Fam114a2","FAM114A2"
"Ccdc174","CCDC174"
"Pax9","PAX9"
"Tbc1d4","TBC1D4"
"Pdzrn4","PDZRN4"
"Mir32","MIR32"
"1700011M02Rik","FAM236B"
"1700011M02Rik","FAM236D"
"1700011M02Rik","FAM236A"
"1700011M02Rik","FAM236C"
"Gm24589","MIR1225"
"Haus8","HAUS8"
"Ptgdr2","PTGDR2"
"Coa4","COA4"
"Nos3","NOS3"
"Notum","NOTUM"
"Caly","CALY"
"Zbtb42","ZBTB42"
"Smn1","SMN1"
"Olfr166","OR2L13"
"Celf4","CELF4"
"Gm22140","RNU6-1133P"
"Gm26306","AC005774.1"
"Mir223","MIR223"
"Sh3pxd2a","SH3PXD2A"
"Hspbap1","HSPBAP1"
"Ciita","CIITA"
"BC031181","C18orf32"
"Pawr","PAWR"
"Nfib","NFIB"
"Tbccd1","TBCCD1"
"Tex14","TEX14"
"Tmem236","TMEM236"
"Mdh1","MDH1"
"Zfp324","ZNF324B"
"Ccr7","CCR7"
"Csgalnact2","CSGALNACT2"
"Zfy2","ZNF584"
"Zfy2","ZNF561"
"Zfy2","ZNF418"
"Zfy2","AC010326.1"
"Zfy2","ZNF562"
"D1Ertd622e","C5orf30"
"Shisa7","SHISA7"
"Etfa","ETFA"
"Fgf6","FGF6"
"Gm23297","SNORA54"
"Tex29","TEX29"
"Mir346","MIR346"
"Krt2","KRT2"
"Fzd9","FZD9"
"Ube2cbp","UBE3D"
"Gm26437","RNU6-97P"
"Ncor1","NCOR1"
"Gm24916","SNORD19B"
"Dpp3","DPP3"
"Insl5","INSL5"
"St8sia2","ST8SIA2"
"Lyplal1","LYPLAL1"
"3830417A13Rik","MAGEA10"
"Olfr1253","OR4A8"
"Olfr1253","OR4A5"
"Gm18336","PNMA6F"
"Gm18336","PNMA6E"
"Ccdc33","CCDC33"
"Samd4","SAMD4A"
"Rsph10b","RSPH10B2"
"Fam151b","FAM151B"
"Panx3","PANX3"
"Mir292","MIR371A"
"Olfr1259","OR4C12"
"Gm25969","AC021863.1"
"Golph3l","GOLPH3L"
"Srrm1","SRRM1"
"Nr5a1","NR5A1"
"Gm27390","AC007383.4"
"Slc32a1","SLC32A1"
"Fgf23","FGF23"
"Nt5c2","NT5C2"
"Top2a","TOP2A"
"Gm26224","AC126172.1"
"Higd1a","HIGD1A"
"Mysm1","MYSM1"
"Spib","AC020909.1"
"Spib","SPIB"
"Pla2g2c","PLA2G2C"
"Mrpl20","MRPL20"
"Rxrg","RXRG"
"4933402E13Rik","MAGEA10"
"Gm22711","AC025362.1"
"Zfp579","ZNF579"
"Daam2","DAAM2"
"Gm24978","RNU6-4P"
"Flywch2","FLYWCH2"
"Ccdc181","CCDC181"
"Ctbp2","CTBP2"
"Zfp672","ZNF672"
"Ctf1","CTF1"
"Snord90","SNORD90"
"Borcs6","BORCS6"
"Zc2hc1b","ZC2HC1B"
"Gm23047","SNORD116-4"
"Gm23047","SNORD116-6"
"Ret","RET"
"Mylpf","MYLPF"
"Tssk6","TSSK6"
"Kcnj15","KCNJ15"
"Nup93","NUP93"
"Zic1","ZIC1"
"Fam210b","FAM210B"
"Fndc10","FNDC10"
"Pfas","PFAS"
"Gm25802","AC091857.1"
"Snord71","SNORD71"
"Spata5","SPATA5"
"Mrpl13","MRPL13"
"Cpt1a","CPT1A"
"Ggnbp2","GGNBP2"
"Dync2li1","DYNC2LI1"
"Piwil1","PIWIL1"
"Neu2","NEU2"
"Foxa2","FOXA2"
"Gpr119","GPR119"
"Fam71a","FAM71A"
"Ufsp2","UFSP2"
"Olfr1289","OR4F4"
"Slc25a3","SLC25A3"
"Sumf1","SUMF1"
"Fbxl22","FBXL22"
"Acaa2","ACAA2"
"Rbm15b","RBM15B"
"Fbxo36","FBXO36"
"Olfr1118","OR10AG1"
"Tysnd1","TYSND1"
"Kcnk1","KCNK1"
"Spdye4a","SPDYE8P"
"Spdye4a","SPDYE11"
"Spdye4a","SPDYE9P"
"Fam166a","FAM166A"
"Gm23723","SNORA41"
"Tjp1","TJP1"
"Ppp1r12a","PPP1R12A"
"Kcnk15","KCNK15"
"Tex45","TEX45"
"Gbp8","GBP6"
"1700123O20Rik","C14orf119"
"Ube2s","UBE2S"
"Msrb3","MSRB3"
"Fam53c","FAM53C"
"Prdx2","PRDX2"
"Rtn4ip1","RTN4IP1"
"Gm24899","SNORD113-9"
"Tomm20","TOMM20"
"Cdx1","CDX1"
"Irf6","IRF6"
"Gm22334","AL031276.1"
"Gm22334","AL078599.1"
"Pcdh19","PCDH19"
"Snord14d","SNORD14D"
"Gm25683","SNORA71D"
"Tagln2","TAGLN2"
"Gm23123","AC009121.2"
"Nudt4","NUDT4B"
"Plscr2","PLSCR1"
"Gm22434","AC005774.1"
"Fam243","FAM243A"
"Pip5k1c","PIP5K1C"
"Slc30a1","SLC30A1"
"Cxcl9","CXCL9"
"Ebag9","EBAG9"
"Zfp160","ZNF665"
"Chrd","CHRD"
"Gm25878","SNORD12C"
"Mir134","MIR134"
"Aldh1l2","ALDH1L2"
"Phlda3","PHLDA3"
"Olfr331","OR2T4"
"Olfr331","OR2T5"
"Olfr331","OR2T29"
"Manba","MANBA"
"Sgta","SGTA"
"Olfr1138","OR5W2"
"Rbm25","RBM25"
"Rbm43","RBM43"
"Ssr2","SSR2"
"Gm26347","AL359771.2"
"Rspo2","RSPO2"
"Adgra3","ADGRA3"
"Cenpw","CENPW"
"Zfp65","KRBOX1"
"Zfp65","AC092042.3"
"Zfp65","ZNF200"
"Cfap46","CFAP46"
"Fdft1","FDFT1"
"Lrrc4","LRRC4"
"Gm24760","SNORD116-4"
"Gm24760","SNORD116-6"
"Ddr1","DDR1"
"Gars","GARS1"
"n-R5s121","RNA5S4"
"Gm26168","AC068896.2"
"Ccdc155","CCDC155"
"Ncoa5","NCOA5"
"Olfr1250","OR4A16"
"Rnf224","RNF224"
"Fstl4","FSTL4"
"Car12","CA12"
"Fbxo47","FBXO47"
"Nrip3","NRIP3"
"BC053393","HAVCR1"
"Ankrd65","ANKRD65"
"Ogfod1","OGFOD1"
"Olfr152","OR5I1"
"Mir103-2","MIR103A2"
"Kdm4a","KDM4A"
"Kdm4a","AL451062.4"
"Olfr1199","OR4C16"
"Npy4r","NPY4R2"
"Mettl1","METTL1"
"Pold1","POLD1"
"Tshz1","TSHZ1"
"Cabp5","CABP5"
"Cyp3a13","CYP3A5"
"Cyp3a13","CYP3A7"
"Cyp3a13","CYP3A7-CYP3A51P"
"Cyp3a13","CYP3A4"
"Cyp3a13","CYP3A43"
"Gm25651","AF064863.1"
"Ighv3-3","AC233755.1"
"Fpr1","FPR1"
"Gm10352","RBMY1B"
"Olfr874","OR8B12"
"Zfp473","ZNF473"
"Zfp213","ZNF213"
"Nsmf","NSMF"
"Spx","SPX"
"Cyp2e1","CYP2E1"
"Hs3st4","HS3ST4"
"Arf5","ARF5"
"Eef1akmt4","EEF1AKMT4"
"Sp6","SP6"
"Mplkip","MPLKIP"
"Tmbim6","TMBIM6"
"Olfr1230","OR4C6"
"Slc13a5","SLC13A5"
"Gm26922","SNORD114-29"
"Fnip1","FNIP1"
"Gm26181","RNU6-75P"
"Gm25970","SNORD127"
"Rraga","RRAGA"
"Psmb7","PSMB7"
"Gm22711","SNORA50C"
"Ggh","GGH"
"Timm22","TIMM22"
"Dcaf4","DCAF4L2"
"Sh3tc2","SH3TC2"
"Rnu2-10","AC024051.7"
"Rnu2-10","AC024051.11"
"Rnu2-10","AC024051.5"
"Rnu2-10","AC024051.10"
"Rnu2-10","AC024051.6"
"Rnu2-10","AC024051.9"
"Gm22608","RNU6-1144P"
"Rnf146","RNF146"
"Bak1","BAK1"
"Gm24992","AL031276.1"
"Gm24992","AL078599.1"
"Adora2b","ADORA2B"
"Mir199a-1","MIR199A1"
"Mx1","MX1"
"AW549877","C5orf51"
"Gpat4","GPAT4"
"Gngt2","GNGT2"
"Sfi1","SFI1"
"Unc93a","UNC93A"
"Mir200a","MIR200A"
"Psmb9","PSMB9"
"Fbln5","FBLN5"
"Mir133b","MIR133B"
"Gatd3a","GATD3A"
"Gm9046","CDC5L"
"Wdr83os","WDR83OS"
"Nlk","NLK"
"Olfr1053","OR8K5"
"Mamstr","MAMSTR"
"Xkr6","XKR6"
"Rasgef1a","RASGEF1A"
"Rtn4r","RTN4R"
"Dlgap5","DLGAP5"
"4833439L19Rik","KIAA1191"
"Calhm4","CALHM4"
"Sfrp2","SFRP2"
"Mir1306","MIR1306"
"Pla2g2a","PLA2G2A"
"Cebpe","CEBPE"
"Gm22186","AC005774.1"
"Ccl5","CCL5"
"Gm22131","SNORD116-4"
"Gm22131","SNORD116-6"
"Catip","CATIP"
"Ece2","ECE2"
"Pdcl3","PDCL3"
"Ecm1","ECM1"
"Gm22776","SNORD116-4"
"Gm22776","SNORD116-6"
"Tubb4b","TUBB4B"
"Podxl","PODXL"
"Nae1","NAE1"
"Gdf7","GDF7"
"Maob","MAOB"
"Prpf40a","PRPF40A"
"Ctsh","CTSH"
"Spz1","SPZ1"
"Gm25405","RNU6-4P"
"Olfr1051","OR8K5"
"Mir127","MIR127"
"Fxyd2","FXYD6-FXYD2"
"Fxyd2","FXYD2"
"Olfr323","OR11L1"
"Scrg1","SCRG1"
"Ralgps2","RALGPS2"
"Zfp459","ZNF845"
"Adat2","ADAT2"
"Mrpl22","MRPL22"
"Zfp668","ZNF668"
"Fer","FER"
"Ttn","TTN"
"Gm24582","RNU6-826P"
"Asb5","ASB5"
"Clcn2","CLCN2"
"Lnx1","LNX1"
"Snord99","SNORD99"
"St6gal1","ST6GAL1"
"Ergic2","ERGIC2"
"Atp5b","ATP5F1B"
"Fpr2","FPR2"
"Retnlg","RETNLB"
"Gm22580","RNU6-4P"
"Sppl2c","SPPL2C"
"Fpr-rs7","FPR2"
"Tbx21","TBX21"
"Ift46","IFT46"
"Ganab","GANAB"
"Mir124a-1","MIR124-1"
"Acsl6","ACSL6"
"Rab18","RAB18"
"Gm28000","AC007241.1"
"Slc9a9","SLC9A9"
"Cbarp","CBARP"
"Per1","PER1"
"Gdap1","GDAP1"
"Gm26130","SNORA29"
"Mapk3","MAPK3"
"Rxfp2","RXFP2"
"Usp15","USP15"
"Nr6a1","NR6A1"
"Mir216b","MIR216B"
"Zfp955a","AC008758.6"
"Cnot4","CNOT4"
"Uso1","USO1"
"B3glct","B3GLCT"
"Slain1","SLAIN1"
"Tax1bp3","TAX1BP3"
"Nmd3","NMD3"
"Sox14","SOX14"
"Timd4","TIMD4"
"Hsf5","HSF5"
"Ccdc103","CCDC103"
"Plekhh2","PLEKHH2"
"Myo9b","MYO9B"
"Tfpt","TFPT"
"Gm27820","AC098588.1"
"Pimreg","PIMREG"
"Meikin","MEIKIN"
"Arl4d","ARL4D"
"Slc39a7","SLC39A7"
"Gm23339","AC009121.2"
"Il2ra","IL2RA"
"Tsc1","TSC1"
"Cpm","CPM"
"Gm24253","SNORD1C"
"Aloxe3","ALOXE3"
"Marf1","MARF1"
"Olfr310","OR14C36"
"Gm27786","AC004556.4"
"Tmem240","TMEM240"
"Zfp729b","ZNF845"
"Pard6a","PARD6A"
"Gm43951","KIAA0753"
"Cysrt1","CYSRT1"
"Uckl1","UCKL1"
"Khdrbs2","KHDRBS2"
"Ms4a18","MS4A18"
"Cndp1","CNDP1"
"Gm49527","ZNF7"
"Gm23862","SNORD116-4"
"Gm23862","SNORD116-6"
"Gpd2","GPD2"
"Trafd1","TRAFD1"
"Arid1a","ARID1A"
"Fbxl3","FBXL3"
"Car11","CA11"
"Minpp1","MINPP1"
"Mau2","MAU2"
"Usp36","AC022966.1"
"Rsrp1","RSRP1"
"Gpn2","GPN2"
"Slc4a11","SLC4A11"
"Adamts1","ADAMTS1"
"Sorbs2","SORBS2"
"Unc13b","UNC13B"
"Cd59a","AL049629.2"
"Cd59a","CD59"
"Cfb","AL645922.1"
"Cfb","CFB"
"Adk","ADK"
"Olfr1218","OR4C15"
"Gm22435","AC023050.2"
"Cdx4","CDX4"
"Slc35g2","SLC35G2"
"Gm21704","RBMY1B"
"Snord116l15","SNORD116-4"
"Snord116l15","SNORD116-6"
"Arsi","ARSI"
"Ppp1r36","PPP1R36"
"Olfr1157","OR5L1"
"Olfr1157","OR5L2"
"Pla2g4c","PLA2G4C"
"Rnf208","RNF208"
"Pla2g2e","PLA2G2E"
"Gm27263","AL669914.2"
"Olfr1174","OR5D3P"
"Ppp6r2","PPP6R2"
"Gm9040","CDC5L"
"Oit1","FAM3D"
"Rufy4","RUFY4"
"Mtg1","MTG1"
"Nup205","NUP205"
"Adam32","ADAM32"
"Mzt2","MZT2A"
"App","APP"
"Ndufs4","NDUFS4"
"Denr","DENR"
"Atp5l","ATP5MG"
"Col14a1","COL14A1"
"Nsl1","NSL1"
"Peli3","PELI3"
"Gm22813","AC112786.1"
"Rassf3","RASSF3"
"Pitpnm3","PITPNM3"
"Snx4","SNX4"
"Magt1","MAGT1"
"Faap24","FAAP24"
"Mapk7","MAPK7"
"Olfr74","OR5D18"
"Spag8","SPAG8"
"Ino80d","INO80D"
"Flot1","FLOT1"
"Agap2","AGAP2"
"Clba1","CLBA1"
"Gch1","GCH1"
"Dnajc28","DNAJC28"
"Has2","HAS2"
"Agtrap","AGTRAP"
"Pde1a","PDE1A"
"Gm23639","SNORA13"
"Leap2","LEAP2"
"Rwdd1","RWDD1"
"Tom1l1","TOM1L1"
"Fkbp2","AP001453.5"
"Fkbp2","FKBP2"
"L1td1","L1TD1"
"Gm27357","Z99774.5"
"Adarb1","ADARB1"
"Gm24211","RNU6-573P"
"Ptp4a2","PTP4A2"
"Mir183","MIR183"
